ID,Categoria,Produto,Preco,Custo,Marca,Data,Estoque,Status,Pagamento_Comum,Avaliacao,Qtd_Comprada
220,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-05-12,21,Em Trânsito,Cartão de Crédito,4.8,1
221,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-04-24,33,Disponível,Transferência Bancária,3.6,1
222,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-06-07,10,Disponível,Pix,3.1,1
223,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-09-01,1,Disponível,Cartão de Crédito,4.0,1
224,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-08-07,21,Esgotado,Transferência Bancária,4.2,2
225,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-04-14,7,Disponível,Cartão de Crédito,3.5,1
226,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-08-27,10,Esgotado,Pix,4.6,1
227,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-07-23,47,Em Trânsito,Pix,4.4,2
228,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-11-21,60,Em Trânsito,Pix,4.4,1
229,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-08-22,69,Em Trânsito,Boleto,4.0,1
230,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-04-01,95,Em Trânsito,Boleto,3.2,1
231,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-01-21,28,Esgotado,Boleto,3.4,2
232,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-01-29,82,Disponível,Pix,4.3,1
233,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-09-28,40,Esgotado,Transferência Bancária,3.0,1
234,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-10-09,12,Disponível,Pix,4.6,2
235,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-09-14,28,Esgotado,Cartão de Crédito,3.1,1
236,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-08-13,61,Em Trânsito,Transferência Bancária,4.9,1
237,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-07-08,25,Disponível,Transferência Bancária,3.9,1
238,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-09-16,19,Esgotado,Transferência Bancária,3.0,2
239,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-07-20,14,Disponível,Transferência Bancária,4.7,2
240,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-06-29,74,Esgotado,Pix,4.2,1
241,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-08-16,22,Esgotado,Boleto,4.5,1
242,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-01-05,58,Disponível,Pix,3.8,2
243,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-10-11,1,Esgotado,Boleto,4.9,1
244,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-12-11,21,Em Trânsito,Pix,3.1,2
245,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-07-26,74,Esgotado,Transferência Bancária,4.2,1
246,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-02-15,89,Esgotado,Transferência Bancária,3.7,1
247,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-07-05,94,Em Trânsito,Transferência Bancária,4.0,1
248,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-03-23,92,Esgotado,Boleto,3.1,1
249,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-01-08,62,Esgotado,Cartão de Crédito,4.5,1
250,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-03-25,72,Esgotado,Transferência Bancária,3.1,1
251,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-06-04,100,Em Trânsito,Cartão de Crédito,3.4,1
252,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-06-08,80,Esgotado,Cartão de Crédito,3.2,1
253,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-10-02,70,Em Trânsito,Cartão de Crédito,5.0,1
254,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-06-10,94,Disponível,Cartão de Crédito,4.9,1
255,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-06-20,53,Esgotado,Transferência Bancária,4.4,1
256,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-09-25,12,Disponível,Cartão de Crédito,4.1,1
257,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-12-04,45,Em Trânsito,Cartão de Crédito,4.5,1
258,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-08-06,12,Esgotado,Cartão de Crédito,3.8,1
259,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-10-18,92,Disponível,Cartão de Crédito,4.9,1
260,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-11-21,59,Disponível,Transferência Bancária,4.5,1
261,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-10-30,53,Disponível,Cartão de Crédito,4.0,2
262,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-06-06,11,Esgotado,Cartão de Crédito,3.5,2
263,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-04-24,42,Esgotado,Pix,4.5,1
264,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-10-05,30,Disponível,Pix,4.1,2
265,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-08-14,58,Em Trânsito,Pix,4.3,1
266,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-11-13,1,Em Trânsito,Cartão de Crédito,4.5,1
267,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-03-26,7,Disponível,Transferência Bancária,3.0,1
268,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-07-31,66,Esgotado,Pix,3.6,2
269,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-11-27,7,Esgotado,Pix,3.8,2
270,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-12-16,32,Disponível,Transferência Bancária,3.9,1
271,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-09-02,98,Esgotado,Pix,3.4,2
272,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-12-22,41,Esgotado,Transferência Bancária,3.8,2
273,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-07-09,49,Disponível,Cartão de Crédito,4.9,1
274,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-07-15,82,Em Trânsito,Transferência Bancária,4.8,1
275,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-06-24,72,Esgotado,Boleto,3.8,1
276,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-08-06,78,Em Trânsito,Transferência Bancária,4.0,2
277,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-10-24,71,Esgotado,Boleto,3.3,1
278,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-04-19,46,Esgotado,Cartão de Crédito,3.1,2
279,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-11-12,39,Em Trânsito,Pix,5.0,1
280,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-01-04,42,Em Trânsito,Transferência Bancária,3.5,1
281,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-08-23,87,Em Trânsito,Transferência Bancária,4.0,2
282,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-12-30,49,Em Trânsito,Cartão de Crédito,4.9,1
283,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-01-14,18,Disponível,Transferência Bancária,4.7,1
284,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-07-03,35,Disponível,Pix,3.2,2
285,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-11-11,57,Disponível,Transferência Bancária,3.4,1
286,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-04-11,79,Disponível,Transferência Bancária,3.2,1
287,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-09-21,12,Disponível,Cartão de Crédito,3.2,1
288,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-03-02,92,Esgotado,Transferência Bancária,3.5,2
289,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-06-28,12,Esgotado,Pix,4.0,1
290,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-09-21,15,Esgotado,Boleto,3.9,1
291,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-05-01,51,Disponível,Pix,4.1,1
292,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-08-08,85,Em Trânsito,Transferência Bancária,4.2,1
293,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-01-28,39,Disponível,Cartão de Crédito,4.0,2
294,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-11-04,49,Esgotado,Boleto,3.9,1
295,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-08-30,61,Em Trânsito,Cartão de Crédito,4.3,2
296,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-09-25,15,Disponível,Cartão de Crédito,4.5,2
297,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-11-23,30,Disponível,Pix,3.7,1
298,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-07-25,27,Em Trânsito,Transferência Bancária,3.6,1
299,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-07-05,94,Esgotado,Pix,3.8,2
300,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-03-01,44,Em Trânsito,Cartão de Crédito,5.0,1
301,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-02-21,19,Esgotado,Cartão de Crédito,3.2,1
302,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-05-29,80,Em Trânsito,Boleto,3.4,1
303,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-08-03,5,Em Trânsito,Transferência Bancária,4.1,1
304,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-02-22,81,Disponível,Transferência Bancária,4.4,1
305,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-02-23,80,Esgotado,Boleto,5.0,2
306,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-02-07,83,Disponível,Boleto,4.3,1
307,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-02-10,16,Disponível,Transferência Bancária,3.2,2
308,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-09-01,59,Esgotado,Transferência Bancária,3.8,1
309,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-12-21,4,Esgotado,Boleto,4.6,2
310,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-08-17,44,Em Trânsito,Transferência Bancária,4.7,1
311,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-09-22,19,Em Trânsito,Pix,3.1,2
312,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-09-06,87,Esgotado,Boleto,3.9,1
313,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-04-04,94,Esgotado,Boleto,3.0,1
314,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-09-02,95,Disponível,Boleto,3.8,1
315,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-06-07,34,Disponível,Boleto,3.7,1
316,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-06-30,84,Disponível,Boleto,4.9,2
317,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-10-10,39,Disponível,Pix,3.4,1
318,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-08-06,83,Disponível,Pix,4.0,1
319,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-12-28,74,Disponível,Boleto,4.5,1
320,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-05-06,40,Disponível,Pix,4.3,2
321,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-08-28,55,Esgotado,Transferência Bancária,3.3,1
322,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-01-13,9,Esgotado,Boleto,4.3,1
323,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-11-05,35,Disponível,Boleto,5.0,1
324,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-03-03,95,Em Trânsito,Boleto,4.3,1
325,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-01-15,5,Disponível,Transferência Bancária,4.2,1
326,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-04-15,63,Esgotado,Transferência Bancária,3.6,1
327,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-10-11,11,Disponível,Cartão de Crédito,4.4,1
328,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-10-12,76,Em Trânsito,Cartão de Crédito,4.0,1
329,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-11-26,29,Disponível,Pix,3.6,1
330,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-08-07,95,Em Trânsito,Cartão de Crédito,3.6,1
331,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-01-25,31,Esgotado,Pix,3.6,1
332,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-03-29,34,Esgotado,Transferência Bancária,4.6,1
333,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-06-07,100,Esgotado,Pix,3.3,2
334,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-12-24,2,Esgotado,Transferência Bancária,3.5,1
335,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-09-17,24,Esgotado,Cartão de Crédito,4.0,2
336,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-06-24,85,Em Trânsito,Boleto,3.7,1
337,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-08-11,84,Esgotado,Transferência Bancária,3.0,1
338,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-10-14,19,Esgotado,Transferência Bancária,4.4,2
339,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-01-01,9,Esgotado,Boleto,4.4,2
340,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-02-05,15,Disponível,Pix,4.9,1
341,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-07-27,24,Disponível,Transferência Bancária,4.4,1
342,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-05-09,87,Em Trânsito,Transferência Bancária,3.3,1
343,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-12-23,32,Em Trânsito,Boleto,3.3,1
344,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-11-14,25,Esgotado,Boleto,3.8,2
345,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-08-29,100,Em Trânsito,Transferência Bancária,3.4,1
346,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-06-01,53,Disponível,Boleto,3.3,2
347,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-09-10,16,Disponível,Pix,3.6,2
348,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-09-25,65,Disponível,Pix,3.7,1
349,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-09-04,44,Disponível,Boleto,4.8,1
350,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-02-14,56,Disponível,Pix,4.8,1
351,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-02-21,58,Esgotado,Pix,3.5,1
352,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-06-29,76,Em Trânsito,Cartão de Crédito,3.0,2
353,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-06-01,44,Em Trânsito,Boleto,3.6,2
354,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-10-28,4,Esgotado,Cartão de Crédito,3.6,1
355,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-11-18,20,Em Trânsito,Cartão de Crédito,4.9,1
356,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-12-17,0,Esgotado,Boleto,3.8,1
357,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-04-12,89,Disponível,Boleto,5.0,1
358,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-03-31,46,Esgotado,Pix,4.5,2
359,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-01-24,75,Esgotado,Boleto,5.0,2
360,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-06-02,89,Em Trânsito,Boleto,3.6,1
361,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-09-29,31,Esgotado,Cartão de Crédito,4.2,1
362,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-03-28,53,Em Trânsito,Transferência Bancária,3.8,1
363,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-05-27,30,Disponível,Boleto,4.4,1
364,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-11-22,75,Esgotado,Transferência Bancária,5.0,1
365,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-02-13,37,Esgotado,Pix,4.7,1
366,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-03-25,60,Em Trânsito,Cartão de Crédito,3.7,1
367,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-11-11,30,Em Trânsito,Pix,3.4,2
368,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-11-14,70,Esgotado,Boleto,4.4,2
369,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-05-20,59,Disponível,Cartão de Crédito,3.5,1
370,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-05-01,36,Em Trânsito,Boleto,3.3,1
371,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-07-29,5,Esgotado,Pix,4.4,1
372,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-04-30,82,Disponível,Cartão de Crédito,3.4,1
373,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-08-04,24,Disponível,Transferência Bancária,3.6,1
374,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-05-05,46,Disponível,Boleto,4.9,1
375,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-10-13,87,Disponível,Boleto,4.7,1
376,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-11-06,70,Em Trânsito,Cartão de Crédito,5.0,1
377,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-12-22,94,Esgotado,Cartão de Crédito,3.3,2
378,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-07-30,37,Em Trânsito,Cartão de Crédito,4.1,1
379,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-03-06,36,Esgotado,Transferência Bancária,4.8,2
380,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-12-30,52,Em Trânsito,Transferência Bancária,3.7,2
381,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-05-08,41,Em Trânsito,Pix,4.9,1
382,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-02-25,18,Disponível,Cartão de Crédito,3.6,2
383,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-03-31,42,Em Trânsito,Pix,4.4,2
384,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-03-31,47,Esgotado,Cartão de Crédito,3.8,1
385,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-09-09,77,Em Trânsito,Cartão de Crédito,4.4,1
386,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-02-10,59,Disponível,Cartão de Crédito,3.5,2
387,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-09-30,5,Esgotado,Cartão de Crédito,3.6,2
388,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-11-28,88,Esgotado,Pix,4.9,2
389,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-07-20,89,Disponível,Pix,4.8,1
390,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-02-05,43,Em Trânsito,Boleto,3.7,1
391,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-07-13,3,Esgotado,Pix,3.2,1
392,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-04-10,96,Em Trânsito,Pix,3.0,1
393,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-07-25,55,Disponível,Cartão de Crédito,4.8,1
394,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-12-19,58,Esgotado,Transferência Bancária,4.5,1
395,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-02-02,54,Disponível,Cartão de Crédito,3.7,1
396,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-04-17,89,Disponível,Cartão de Crédito,4.3,1
397,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-10-08,2,Esgotado,Pix,4.3,1
398,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-03-13,72,Esgotado,Transferência Bancária,4.7,1
399,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-10-21,89,Em Trânsito,Cartão de Crédito,3.8,1
400,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-12-06,84,Disponível,Pix,3.5,1
401,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-02-15,71,Disponível,Transferência Bancária,4.7,1
402,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-03-23,49,Esgotado,Transferência Bancária,3.7,1
403,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-10-02,16,Esgotado,Cartão de Crédito,4.6,1
404,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-12-28,72,Disponível,Pix,3.7,2
405,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-03-14,85,Disponível,Boleto,3.5,1
406,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-12-05,31,Disponível,Cartão de Crédito,4.0,1
407,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-05-21,41,Disponível,Boleto,3.6,1
408,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-06-28,92,Esgotado,Cartão de Crédito,3.2,1
409,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-04-22,21,Esgotado,Pix,3.0,1
410,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-08-23,66,Em Trânsito,Cartão de Crédito,3.4,2
411,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-04-29,44,Esgotado,Pix,4.4,1
412,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-06-30,36,Disponível,Transferência Bancária,4.7,1
413,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-03-05,73,Em Trânsito,Cartão de Crédito,4.7,1
414,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-06-11,77,Em Trânsito,Boleto,3.3,1
415,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-01-11,24,Disponível,Boleto,4.3,2
416,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-08-24,81,Disponível,Transferência Bancária,3.7,2
417,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-02-04,50,Disponível,Transferência Bancária,3.7,2
418,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-03-06,32,Esgotado,Pix,4.3,1
419,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-11-04,62,Esgotado,Boleto,3.2,1
420,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-01-10,39,Esgotado,Transferência Bancária,3.3,1
421,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-10-26,34,Em Trânsito,Transferência Bancária,3.8,1
422,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-12-04,67,Disponível,Boleto,3.9,1
423,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-09-14,42,Disponível,Transferência Bancária,4.6,1
424,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-09-01,66,Esgotado,Pix,4.9,1
425,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-05-24,22,Disponível,Boleto,3.7,1
426,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-05-02,58,Esgotado,Transferência Bancária,4.8,1
427,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-09-01,56,Em Trânsito,Transferência Bancária,4.5,1
428,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-06-04,7,Em Trânsito,Boleto,3.5,2
429,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-03-20,92,Disponível,Transferência Bancária,4.5,1
430,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-06-22,33,Em Trânsito,Cartão de Crédito,3.1,1
431,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-01-30,82,Em Trânsito,Cartão de Crédito,3.5,1
432,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-05-22,32,Em Trânsito,Cartão de Crédito,4.6,2
433,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-01-13,2,Disponível,Pix,3.1,1
434,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-08-03,32,Esgotado,Boleto,4.5,1
435,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-29,46,Disponível,Transferência Bancária,3.7,2
